image_name,target
ISIC_0052060,0.025417196
ISIC_0052349,0.0042826673
ISIC_0058510,0.00873556
ISIC_0073313,0.0020341326
ISIC_0073502,0.010904718
ISIC_0074618,0.011360762
ISIC_0076801,0.005431387
ISIC_0077586,0.2644222
ISIC_0082004,0.08067479
ISIC_0082785,0.012998937
ISIC_0085332,0.011874116
ISIC_0087243,0.000949944
ISIC_0088167,0.070697255
ISIC_0089356,0.005572715
ISIC_0090283,0.068895556
ISIC_0092481,0.006117958
ISIC_0095455,0.004982797
ISIC_0095790,0.011437656
ISIC_0097719,0.101342455
ISIC_0099348,0.06577031
ISIC_0101040,0.020292372
ISIC_0101383,0.003439725
ISIC_0105104,0.06206369
ISIC_0108196,0.0063255494
ISIC_0112420,0.040961545
ISIC_0114232,0.018335117
ISIC_0115798,0.004812652
ISIC_0116844,0.007823569
ISIC_0126432,0.0038329535
ISIC_0131485,0.0037301055
ISIC_0131912,0.027848825
ISIC_0131978,0.00581778
ISIC_0139322,0.06837191
ISIC_0142066,0.057362303
ISIC_0143109,0.041815635
ISIC_0148210,0.006152794
ISIC_0148937,0.016411906
ISIC_0150213,0.105584964
ISIC_0152553,0.0039486783
ISIC_0153127,0.0034356818
ISIC_0154289,0.0048266584
ISIC_0155813,0.020824378
ISIC_0155983,0.020819109
ISIC_0157088,0.0053681564
ISIC_0158761,0.002919108
ISIC_0161963,0.06759297
ISIC_0165178,0.027262975
ISIC_0165230,0.010396935
ISIC_0165615,0.0049609104
ISIC_0165617,0.05982808
ISIC_0165674,0.030501964
ISIC_0165928,0.0042208214
ISIC_0166561,0.015214533
ISIC_0168125,0.013891936
ISIC_0169378,0.0061343177
ISIC_0169575,0.0034562142
ISIC_0169906,0.030929416
ISIC_0171865,0.023692751
ISIC_0172678,0.033461522
ISIC_0174800,0.017242106
ISIC_0175014,0.01127885
ISIC_0175798,0.028984709
ISIC_0176152,0.069610626
ISIC_0177083,0.0076129204
ISIC_0178235,0.045027904
ISIC_0178258,0.15663539
ISIC_0178428,0.04103837
ISIC_0178741,0.021852084
ISIC_0180057,0.0024432673
ISIC_0182213,0.06344754
ISIC_0183334,0.0043280036
ISIC_0183449,0.110137284
ISIC_0183658,0.010594419
ISIC_0183771,0.0034482842
ISIC_0186715,0.0044626077
ISIC_0187786,0.0061620967
ISIC_0188485,0.0015510294
ISIC_0191895,0.020684678
ISIC_0192184,0.027082285
ISIC_0192807,0.004437726
ISIC_0193289,0.014831344
ISIC_0194115,0.008512506
ISIC_0195744,0.011248315
ISIC_0195995,0.0027326697
ISIC_0196159,0.017477905
ISIC_0196622,0.0044844914
ISIC_0196807,0.034363143
ISIC_0197182,0.021659227
ISIC_0197440,0.032656003
ISIC_0197860,0.013317443
ISIC_0198376,0.006334643
ISIC_0198622,0.009317976
ISIC_0199195,0.013894314
ISIC_0199718,0.013157573
ISIC_0199780,0.002371507
ISIC_0200120,0.098287344
ISIC_0204399,0.011965742
ISIC_0204875,0.002700963
ISIC_0205627,0.0032308304
ISIC_0206261,0.0046413834
ISIC_0206934,0.038964417
ISIC_0207197,0.04223343
ISIC_0208233,0.15016913
ISIC_0209640,0.0011981627
ISIC_0210915,0.004153099
ISIC_0212435,0.0018739346
ISIC_0212468,0.024199152
ISIC_0213848,0.013217442
ISIC_0216203,0.011077759
ISIC_0216447,0.038879897
ISIC_0220438,0.37058827
ISIC_0220466,0.08019353
ISIC_0223354,0.011525607
ISIC_0223463,0.010062589
ISIC_0223760,0.013973208
ISIC_0224309,0.033281114
ISIC_0225471,0.007821633
ISIC_0225894,0.008068064
ISIC_0226234,0.0010438344
ISIC_0227767,0.0017272457
ISIC_0228452,0.0030754036
ISIC_0229266,0.023771469
ISIC_0230247,0.015395961
ISIC_0230499,0.026218113
ISIC_0231539,0.010890472
ISIC_0231788,0.0032294272
ISIC_0232763,0.023124201
ISIC_0235107,0.07438302
ISIC_0235501,0.010160944
ISIC_0235505,0.020529194
ISIC_0235542,0.008300943
ISIC_0238185,0.001673984
ISIC_0238872,0.025779337
ISIC_0239635,0.030455898
ISIC_0240839,0.027659277
ISIC_0241566,0.035786193
ISIC_0243686,0.039250065
ISIC_0243937,0.016016202
ISIC_0244266,0.019812945
ISIC_0244465,0.008121186
ISIC_0244617,0.017326145
ISIC_0244885,0.025101004
ISIC_0245273,0.0025722831
ISIC_0246008,0.005102238
ISIC_0246211,0.022498937
ISIC_0248702,0.018465267
ISIC_0251455,0.13190116
ISIC_0251656,0.025168354
ISIC_0252811,0.038756583
ISIC_0254594,0.005538628
ISIC_0255112,0.02939101
ISIC_0256267,0.07007457
ISIC_0258149,0.013143457
ISIC_0258489,0.029214006
ISIC_0258717,0.007206659
ISIC_0259209,0.04333828
ISIC_0259237,0.0981572
ISIC_0261866,0.18930463
ISIC_0261904,0.0039167674
ISIC_0261907,0.020118698
ISIC_0262392,0.013132081
ISIC_0262492,0.043633223
ISIC_0263920,0.019131396
ISIC_0265011,0.003656676
ISIC_0267082,0.014663635
ISIC_0268025,0.01018902
ISIC_0268451,0.019652661
ISIC_0269476,0.0023406267
ISIC_0270022,0.026677977
ISIC_0270367,0.005358808
ISIC_0271223,0.004531246
ISIC_0272190,0.033832382
ISIC_0273533,0.011180887
ISIC_0274458,0.027551137
ISIC_0274698,0.0077814967
ISIC_0274789,0.03974011
ISIC_0276718,0.0054532555
ISIC_0280382,0.015623411
ISIC_0280752,0.031189365
ISIC_0280782,0.04843453
ISIC_0280827,0.01307914
ISIC_0281227,0.0084242625
ISIC_0282269,0.010218113
ISIC_0282486,0.014682855
ISIC_0282737,0.08432823
ISIC_0284147,0.012653328
ISIC_0284441,0.013120821
ISIC_0284485,0.005872001
ISIC_0285491,0.014926374
ISIC_0285697,0.22533996
ISIC_0286688,0.010716225
ISIC_0287132,0.01568815
ISIC_0287325,0.2477152
ISIC_0288225,0.0011510552
ISIC_0290187,0.004713497
ISIC_0291705,0.004017413
ISIC_0292996,0.025642075
ISIC_0294150,0.040798355
ISIC_0296540,0.0013274589
ISIC_0297539,0.0045959507
ISIC_0297702,0.01805578
ISIC_0298417,0.027407167
ISIC_0299870,0.026029237
ISIC_0300002,0.07041343
ISIC_0301547,0.038270466
ISIC_0301769,0.030948857
ISIC_0304467,0.0040742857
ISIC_0304666,0.0049219336
ISIC_0304667,0.04146302
ISIC_0306094,0.0077582994
ISIC_0307004,0.021386435
ISIC_0307411,0.0071602087
ISIC_0309192,0.004951095
ISIC_0309503,0.0072251186
ISIC_0310320,0.007505972
ISIC_0311235,0.037451424
ISIC_0311814,0.011275824
ISIC_0312717,0.008469095
ISIC_0313675,0.010011676
ISIC_0317285,0.004380787
ISIC_0318934,0.0005495423
ISIC_0319131,0.02026862
ISIC_0319990,0.07253251
ISIC_0320662,0.009380592
ISIC_0321218,0.033115577
ISIC_0321906,0.10212178
ISIC_0321948,0.010043618
ISIC_0322514,0.0019224252
ISIC_0327756,0.025197243
ISIC_0328346,0.010263767
ISIC_0328687,0.045688435
ISIC_0328823,0.0013634533
ISIC_0329169,0.015744802
ISIC_0329910,0.0042108586
ISIC_0330060,0.02148496
ISIC_0330886,0.008686905
ISIC_0332421,0.01193918
ISIC_0332456,0.13011472
ISIC_0334179,0.06968579
ISIC_0335244,0.032747664
ISIC_0335886,0.018979577
ISIC_0336093,0.021828063
ISIC_0338118,0.02341687
ISIC_0338587,0.023318853
ISIC_0339455,0.4656987
ISIC_0340198,0.0192492
ISIC_0340572,0.018380566
ISIC_0341315,0.008955873
ISIC_0343131,0.017777858
ISIC_0343283,0.01242192
ISIC_0346766,0.056923404
ISIC_0347157,0.025634512
ISIC_0348342,0.011674024
ISIC_0350347,0.024185127
ISIC_0350470,0.0060827406
ISIC_0351156,0.047551513
ISIC_0351912,0.0075548096
ISIC_0352620,0.03134061
ISIC_0353021,0.017275088
ISIC_0355377,0.0070447098
ISIC_0358260,0.0047272025
ISIC_0358623,0.008675099
ISIC_0359676,0.016619217
ISIC_0359720,0.014499858
ISIC_0361122,0.010114907
ISIC_0366488,0.040225968
ISIC_0367795,0.01170061
ISIC_0367988,0.19988526
ISIC_0368092,0.0035912779
ISIC_0368696,0.0011845919
ISIC_0369888,0.21342142
ISIC_0370322,0.018931977
ISIC_0371470,0.017831052
ISIC_0371907,0.1140917
ISIC_0372927,0.04586525
ISIC_0372955,0.009573713
ISIC_0372971,0.012783495
ISIC_0373723,0.006563584
ISIC_0375431,0.028871015
ISIC_0377642,0.004698903
ISIC_0378391,0.044084404
ISIC_0378668,0.024173481
ISIC_0379549,0.0053435527
ISIC_0380224,0.008698324
ISIC_0381595,0.027478317
ISIC_0382931,0.06281973
ISIC_0383641,0.039582513
ISIC_0383780,0.0046551516
ISIC_0385415,0.021720158
ISIC_0385463,0.010181478
ISIC_0385865,0.025092185
ISIC_0388802,0.009400481
ISIC_0389010,0.08758197
ISIC_0389392,0.011586845
ISIC_0389675,0.027720869
ISIC_0390209,0.004823725
ISIC_0391046,0.19682065
ISIC_0391777,0.004738408
ISIC_0392680,0.0060034217
ISIC_0392931,0.00577669
ISIC_0393891,0.0491151
ISIC_0394533,0.024599807
ISIC_0394763,0.0018565969
ISIC_0394802,0.035890967
ISIC_0395681,0.012713626
ISIC_0395885,0.005559444
ISIC_0398134,0.0051580765
ISIC_0400652,0.0029138152
ISIC_0401679,0.011886124
ISIC_0403198,0.0058840266
ISIC_0406137,0.02356776
ISIC_0407054,0.015025823
ISIC_0407220,0.0090246275
ISIC_0408372,0.01191203
ISIC_0408969,0.0047841384
ISIC_0409388,0.0039868196
ISIC_0410649,0.1292146
ISIC_0411243,0.027413124
ISIC_0414776,0.058496438
ISIC_0416431,0.001354657
ISIC_0416708,0.0100934645
ISIC_0418978,0.01647825
ISIC_0419005,0.00798265
ISIC_0421107,0.01813251
ISIC_0424070,0.04843449
ISIC_0426960,0.0056639537
ISIC_0427371,0.024793822
ISIC_0429551,0.039594825
ISIC_0431350,0.01111883
ISIC_0431499,0.031141596
ISIC_0431738,0.006915883
ISIC_0432133,0.028079204
ISIC_0432265,0.017298741
ISIC_0432894,0.006253497
ISIC_0433895,0.009738225
ISIC_0434253,0.02287021
ISIC_0434274,0.009137692
ISIC_0434285,0.0043704915
ISIC_0434890,0.2046897
ISIC_0434920,0.0084310565
ISIC_0435283,0.043669626
ISIC_0435396,0.0030546945
ISIC_0436298,0.01833217
ISIC_0436727,0.0038470095
ISIC_0436779,0.001477993
ISIC_0436884,0.008655942
ISIC_0437081,0.054281317
ISIC_0437384,0.002452861
ISIC_0437987,0.01259256
ISIC_0438584,0.02251142
ISIC_0439475,0.0036515705
ISIC_0441244,0.044834085
ISIC_0442293,0.009573383
ISIC_0442567,0.0067188824
ISIC_0445097,0.0061656837
ISIC_0446097,0.017561106
ISIC_0446287,0.008056381
ISIC_0446447,0.010742862
ISIC_0448691,0.0036818953
ISIC_0450552,0.0012004845
ISIC_0451155,0.04443721
ISIC_0451665,0.028004572
ISIC_0452297,0.0058435113
ISIC_0453555,0.03281282
ISIC_0454124,0.006824123
ISIC_0454916,0.008479199
ISIC_0456176,0.016479641
ISIC_0456797,0.008272943
ISIC_0457344,0.003072028
ISIC_0457384,0.023900734
ISIC_0457494,0.038086846
ISIC_0457530,0.027561482
ISIC_0457688,0.00581716
ISIC_0459718,0.0020786843
ISIC_0460023,0.0029073323
ISIC_0460170,0.047792207
ISIC_0460323,0.0058608414
ISIC_0461615,0.0075965715
ISIC_0462037,0.019138
ISIC_0462120,0.0133509645
ISIC_0462327,0.022604698
ISIC_0462336,0.006821477
ISIC_0462792,0.006576095
ISIC_0463800,0.02764656
ISIC_0464417,0.021976221
ISIC_0465975,0.013711856
ISIC_0467617,0.006665072
ISIC_0468644,0.059533253
ISIC_0469457,0.010703741
ISIC_0470465,0.0332153
ISIC_0470699,0.088455394
ISIC_0473489,0.0040017506
ISIC_0474220,0.002336855
ISIC_0476927,0.0013569612
ISIC_0477213,0.017244142
ISIC_0477217,0.0010488754
ISIC_0477424,0.010760146
ISIC_0477793,0.074093334
ISIC_0477875,0.048164997
ISIC_0477986,0.0052634254
ISIC_0479726,0.16292214
ISIC_0479755,0.010100565
ISIC_0480158,0.0042933766
ISIC_0481105,0.08309856
ISIC_0482298,0.0031539463
ISIC_0482617,0.0034986124
ISIC_0485889,0.037080072
ISIC_0486436,0.004738129
ISIC_0487789,0.043697137
ISIC_0488846,0.00563042
ISIC_0490555,0.0060972297
ISIC_0492058,0.010412952
ISIC_0493101,0.004697284
ISIC_0493429,0.016655222
ISIC_0493786,0.029534237
ISIC_0495167,0.0050678877
ISIC_0495234,0.005272338
ISIC_0495887,0.043033324
ISIC_0495948,0.12679523
ISIC_0497721,0.009859232
ISIC_0498659,0.043124523
ISIC_0500319,0.012433045
ISIC_0500851,0.048288736
ISIC_0501199,0.04863719
ISIC_0501295,0.034716684
ISIC_0502032,0.0008453976
ISIC_0502364,0.0090276385
ISIC_0504453,0.0026900787
ISIC_0504686,0.051280234
ISIC_0504935,0.01617761
ISIC_0505403,0.08366158
ISIC_0505447,0.004211908
ISIC_0506082,0.00673287
ISIC_0506198,0.0037542759
ISIC_0508596,0.011072928
ISIC_0509538,0.038963117
ISIC_0510408,0.004886999
ISIC_0510439,0.0063054194
ISIC_0510794,0.07906429
ISIC_0511981,0.03020458
ISIC_0513674,0.008172849
ISIC_0513808,0.010179018
ISIC_0515041,0.09268776
ISIC_0515737,0.027053623
ISIC_0517531,0.021278966
ISIC_0517673,0.021259068
ISIC_0519860,0.013558257
ISIC_0520611,0.009159369
ISIC_0521580,0.0021325122
ISIC_0521689,0.006962068
ISIC_0521877,0.016755125
ISIC_0522569,0.015811743
ISIC_0523596,0.051424712
ISIC_0524466,0.04024845
ISIC_0524604,0.013507549
ISIC_0525213,0.009344513
ISIC_0525405,0.08129507
ISIC_0527588,0.0013962227
ISIC_0528304,0.012075246
ISIC_0528945,0.0042372835
ISIC_0530946,0.028631926
ISIC_0532813,0.0017755843
ISIC_0533917,0.007313453
ISIC_0535264,0.13619919
ISIC_0535812,0.019707652
ISIC_0536393,0.0065528187
ISIC_0537310,0.02076038
ISIC_0537430,0.024216583
ISIC_0538335,0.09199016
ISIC_0538391,0.027682962
ISIC_0539046,0.0067961956
ISIC_0539432,0.11428414
ISIC_0539662,0.014578948
ISIC_0541206,0.027913304
ISIC_0542744,0.013609227
ISIC_0542899,0.018593088
ISIC_0543866,0.018650174
ISIC_0544482,0.015069166
ISIC_0545219,0.006281051
ISIC_0545222,0.0379168
ISIC_0546119,0.020362718
ISIC_0546506,0.09621243
ISIC_0546632,0.02201615
ISIC_0546682,0.028339595
ISIC_0547086,0.010282093
ISIC_0548182,0.51666796
ISIC_0548968,0.029978713
ISIC_0550777,0.006397159
ISIC_0554395,0.019074818
ISIC_0554507,0.021108987
ISIC_0554535,0.010961645
ISIC_0554819,0.008810659
ISIC_0555540,0.056449506
ISIC_0556297,0.006067734
ISIC_0556505,0.13056447
ISIC_0556568,0.0056100604
ISIC_0557285,0.0012044384
ISIC_0557595,0.021412803
ISIC_0557850,0.0040193866
ISIC_0558458,0.07591927
ISIC_0558563,0.0076332074
ISIC_0558899,0.02193287
ISIC_0559101,0.0696916
ISIC_0561202,0.22688048
ISIC_0564203,0.0024190524
ISIC_0565070,0.0020341529
ISIC_0567332,0.0054472596
ISIC_0570796,0.015322419
ISIC_0571162,0.022579765
ISIC_0571336,0.03825491
ISIC_0572486,0.004021804
ISIC_0574930,0.0019593365
ISIC_0576125,0.0071292715
ISIC_0578316,0.0019311695
ISIC_0578354,0.063052095
ISIC_0579350,0.014927939
ISIC_0579367,0.05292688
ISIC_0580265,0.013042035
ISIC_0582447,0.017882532
ISIC_0582531,0.12426127
ISIC_0583833,0.0030479757
ISIC_0584197,0.014406013
ISIC_0585534,0.05843999
ISIC_0586493,0.003671389
ISIC_0586601,0.0021327112
ISIC_0587024,0.037385482
ISIC_0587027,0.0022545613
ISIC_0587527,0.023150224
ISIC_0588157,0.11316341
ISIC_0588162,0.12967546
ISIC_0588352,0.062134553
ISIC_0589061,0.00831046
ISIC_0590646,0.0021340542
ISIC_0591142,0.104121484
ISIC_0591685,0.014913165
ISIC_0592225,0.009335661
ISIC_0592796,0.00989721
ISIC_0594374,0.0025918311
ISIC_0594932,0.013811086
ISIC_0595682,0.023380274
ISIC_0596005,0.078828014
ISIC_0596499,0.0030774889
ISIC_0598190,0.0062883557
ISIC_0598769,0.035678744
ISIC_0600649,0.029496938
ISIC_0600710,0.012359005
ISIC_0602170,0.0027429601
ISIC_0602633,0.02035663
ISIC_0603307,0.0047127116
ISIC_0604055,0.008752849
ISIC_0604516,0.015867068
ISIC_0605259,0.022468163
ISIC_0606244,0.0560568
ISIC_0607037,0.01068984
ISIC_0607397,0.0048169317
ISIC_0607473,0.005437998
ISIC_0607693,0.007907744
ISIC_0608042,0.010109494
ISIC_0608105,0.035045292
ISIC_0608330,0.0007390477
ISIC_0609220,0.03909306
ISIC_0609770,0.0017502159
ISIC_0610325,0.0873306
ISIC_0611293,0.007231285
ISIC_0611390,0.026969612
ISIC_0611822,0.05404169
ISIC_0612337,0.031048156
ISIC_0613199,0.030644376
ISIC_0613239,0.0021134324
ISIC_0613293,0.0046134135
ISIC_0613555,0.05342322
ISIC_0613748,0.021627331
ISIC_0615241,0.00064624334
ISIC_0616900,0.004495865
ISIC_0619695,0.0035866653
ISIC_0620316,0.0586595
ISIC_0620379,0.03549826
ISIC_0620581,0.0017926139
ISIC_0621355,0.0018577
ISIC_0621919,0.004630094
ISIC_0622203,0.0029633853
ISIC_0622461,0.0021860807
ISIC_0623254,0.016232405
ISIC_0623493,0.033306997
ISIC_0623650,0.0059580207
ISIC_0624194,0.004077356
ISIC_0627128,0.09440679
ISIC_0627467,0.004745303
ISIC_0631039,0.0052560456
ISIC_0633018,0.043809187
ISIC_0633831,0.013161572
ISIC_0634161,0.0017882083
ISIC_0634896,0.031012036
ISIC_0635396,0.01930625
ISIC_0635721,0.017403873
ISIC_0636920,0.0029283632
ISIC_0637104,0.21986164
ISIC_0637231,0.013208732
ISIC_0639631,0.0076330234
ISIC_0640439,0.007869526
ISIC_0641371,0.010117672
ISIC_0644758,0.019532157
ISIC_0644873,0.0040247766
ISIC_0645560,0.107039645
ISIC_0646211,0.09988802
ISIC_0646723,0.008893936
ISIC_0647385,0.016776096
ISIC_0649394,0.029469881
ISIC_0650063,0.07417109
ISIC_0650090,0.017622896
ISIC_0653629,0.015029458
ISIC_0653693,0.004733367
ISIC_0653761,0.041717328
ISIC_0654120,0.046248205
ISIC_0655378,0.0048032654
ISIC_0655512,0.015671922
ISIC_0656308,0.014429675
ISIC_0660782,0.03246769
ISIC_0660925,0.043414783
ISIC_0662288,0.04323741
ISIC_0663197,0.04252288
ISIC_0663707,0.008325741
ISIC_0664454,0.0049023153
ISIC_0664524,0.041226473
ISIC_0665430,0.012430204
ISIC_0665521,0.0037187394
ISIC_0667449,0.0045386385
ISIC_0668855,0.02396671
ISIC_0669360,0.094461285
ISIC_0671119,0.10765114
ISIC_0673217,0.03293844
ISIC_0673441,0.005030158
ISIC_0673705,0.0697566
ISIC_0673777,0.015166654
ISIC_0673970,0.029277401
ISIC_0674308,0.0063296836
ISIC_0674636,0.014782893
ISIC_0674769,0.013035309
ISIC_0675554,0.0034172921
ISIC_0675743,0.021826461
ISIC_0676272,0.008811659
ISIC_0676443,0.0039780885
ISIC_0676863,0.009882883
ISIC_0677660,0.0028787628
ISIC_0678034,0.009431985
ISIC_0680997,0.006721203
ISIC_0681019,0.051253807
ISIC_0681410,0.014018903
ISIC_0681751,0.0037514286
ISIC_0682057,0.15488273
ISIC_0682495,0.019851226
ISIC_0682907,0.003060046
ISIC_0682960,0.010690115
ISIC_0684256,0.05732981
ISIC_0684654,0.005250245
ISIC_0684862,0.1099546
ISIC_0685033,0.041979052
ISIC_0685067,0.07605775
ISIC_0686961,0.0153325945
ISIC_0689307,0.0042479536
